taxonomy_degree	taxonomy	tax_study
species	Bradyrhizobium sp. NFR13	root:Host-associated:1
species	Bradyrhizobium sp. lebi-1	root:Environmental:1|root:Host-associated:1
species	Branchiomaldane sp. 'C. Bleidorn 01ARE008 (P)'	root:Environmental:1
species	Brasilonema roberti-lammi	root:Environmental:1
species	Brenneria alni	root:Engineered:2|root:Host-associated:1
species	Brenneria sp. EniD312	root:Host-associated:1
species	Brettanomyces bruxellensis	root:Engineered:3
species	Brevibacillus choshinensis	root:Environmental:1
species	Brevibacillus laterosporus	root:Engineered:1|root:Environmental:1
species	Brevibacillus reuszeri	root:Environmental:1|root:Host-associated:1
species	Brevibacillus terranovensis	root:Environmental:1
species	Brevibacterium casei	root:Environmental:1|root:Host-associated:1
species	Brevibacterium multivorans	root:Engineered:1
species	Brevibacterium permense	root:Host-associated:1
species	Brevibacterium ravenspurgense	root:Host-associated:1
species	Brevibacterium salmoneus	root:Host-associated:2
species	Brevibacterium sp. 1104D-1	root:Engineered:2|root:Host-associated:1
species	Brevibacterium sp. VCM10	root:Engineered:1
species	Brevibacterium yomogidense	root:Engineered:2
species	Brevifollis gellanilyticus	root:Environmental:1
species	Brevinema andersonii	root:Host-associated:2
species	Brevistachys subsimplex	root:Environmental:1
species	Brevundimonas abyssalis	root:Environmental:1
species	Brevundimonas aveniformis	root:Engineered:1
species	Brevundimonas diminuta	root:Host-associated:1
species	Brevundimonas sp. ALBL 122	root:Host-associated:1
species	Brevundimonas sp. DS20	root:Environmental:1
species	Brevundimonas sp. Root608	root:Environmental:1
species	Brevundimonas sp. Tibet-IBa1	root:Environmental:1
species	Brochothrix campestris	root:Engineered:4
species	Brochothrix koreensis	root:Engineered:1
species	Brochothrix oncorhynchi	root:Engineered:1
species	Brochothrix scapharcae	root:Environmental:1
species	Brochothrix selenatarsenatis	root:Host-associated:1
species	Brochothrix thermosphacta	root:Engineered:1|root:Environmental:1|root:Host-associated:3
species	Brockmanniella brockmannii	root:Environmental:2
species	Brooksia rostrata	root:Environmental:2
species	Brumimicrobium mazei	root:Engineered:1
species	Brumimicrobium mesophilum	root:Engineered:1
species	Brumimicrobium sp. P99	root:Engineered:1|root:Environmental:1
species	Bryobacter SCA1170	root:Environmental:1
species	Bryobacter aggregatus	root:Environmental:2
species	Bryobacter bradus	root:Environmental:6|root:Host-associated:1
species	Bryobacter gargensis	root:Environmental:3
species	Bryobacter mazei	root:Environmental:1
species	Bryobacter modestum	root:Environmental:7|root:Host-associated:3
species	Bryobacter paludicola	root:Engineered:1|root:Environmental:1
species	Bryobacter versatilis	root:Engineered:1|root:Environmental:35|root:Host-associated:12
species	Bryocella elongata	root:Engineered:1
species	Bryopsis plumosa	root:Environmental:1
species	Buchnera aphidicola	root:Engineered:1|root:Environmental:1|root:Host-associated:4|root:Mixed:2
species	Buchnera sp.	root:Host-associated:1
species	Bulimina marginata	root:Environmental:4
species	Bulleidia p-1630-c5	root:Engineered:1
species	Bulleidia ruminantium	root:Environmental:1
species	Bulleidia silvermanii	root:Environmental:1
species	Bullera sp. TY-176	root:Environmental:1
species	Burkholderia alaskensis	root:Environmental:8|root:Host-associated:2
species	Burkholderia amazonica	root:Environmental:1
species	Burkholderia andropogonis	root:Engineered:2|root:Environmental:7|root:Host-associated:1
species	Burkholderia bryophila	root:Environmental:3|root:Host-associated:2
species	Burkholderia capsulatum	root:Environmental:1|root:Host-associated:1
species	Burkholderia cenocepacia	root:Environmental:1
species	Burkholderia diazotrophicus	root:Host-associated:1
species	Burkholderia europaea	root:Environmental:3|root:Host-associated:1
species	Burkholderia faecalis	root:Host-associated:5
species	Burkholderia gladioli	root:Environmental:1
species	Burkholderia glathei	root:Environmental:2|root:Host-associated:1
species	Burkholderia humi	root:Environmental:1
species	Burkholderia intermedium	root:Environmental:1
species	Burkholderia kashmirensis	root:Engineered:1|root:Host-associated:2
species	Burkholderia microcystinivorans	root:Environmental:2
species	Burkholderia nanhaisediminis	root:Environmental:1
species	Burkholderia oedipodis	root:Environmental:1
species	Burkholderia sp. CCGE1002	root:Host-associated:1
species	Burkholderia sp. Ch1-1	root:Engineered:1
species	Burkholderia sp. NFACC33-1	root:Engineered:3|root:Environmental:5|root:Host-associated:4
species	Burkholderia sp. R7Sa-4-1	root:Host-associated:1
species	Burkholderia sp. enrichment culture clone WT22	root:Host-associated:2
species	Burkholderia tuberum	root:Environmental:3
species	Burkholderia ureilyticus	root:Engineered:1|root:Host-associated:2
species	Burkholderia wittichii	root:Environmental:1
species	Burkholderia yabuuchiae	root:Engineered:2|root:Environmental:1
species	Burkholderiales bacterium Beta 02	root:Engineered:6|root:Environmental:4
species	Burkholderiales bacterium GJ-E10	root:Engineered:2|root:Environmental:2|root:Host-associated:1
species	Burkholderiales bacterium JGI 0001002-H06	root:Engineered:1
species	Burkholderiales bacterium X4	root:Engineered:1|root:Environmental:32|root:Mixed:2
species	Burkholderiales bacterium YL45	root:Host-associated:4
species	Bursilla sp. PS1179	root:Host-associated:1
species	Butyricicoccus faecihominis	root:Engineered:1|root:Host-associated:3
species	Butyricicoccus pullicaecorum	root:Engineered:1|root:Host-associated:14
species	Butyricimonas copri	root:Host-associated:1
species	Butyricimonas indistinctus	root:Host-associated:1
species	Butyricimonas sp. AT11	root:Host-associated:3
species	Butyricimonas stercorea	root:Host-associated:1
species	Butyrivibrio aureus	root:Host-associated:1
species	Butyrivibrio crossotus	root:Host-associated:4
species	Butyrivibrio fibrisolvens	root:Host-associated:1
species	Butyrivibrio hungatei	root:Host-associated:1
species	Butyrivibrio producta	root:Host-associated:5
species	Butyrivibrio proteoclasticus	root:Host-associated:1
species	Butyrivibrio ruminicola	root:Host-associated:1
species	Butyrivibrio sp. AE2032	root:Host-associated:4
species	Butyrivibrio sp. AE3003	root:Host-associated:2
species	Butyrivibrio sp. oral clone DA074	root:Host-associated:21
species	Butyrivibrio succinogenes	root:Host-associated:1
species	Butyrivibrio tyrobutyricum	root:Host-associated:1
species	Byssochlamys spectabilis	root:Environmental:1
species	Byssocorticium sp	root:Host-associated:1
species	Byssovorax cruenta	root:Host-associated:2
species	Bythopirellula goksoyri	root:Environmental:2|root:Host-associated:1
species	C1 B004 guaymasensis	root:Environmental:1
species	C1 B004 jejuensis	root:Environmental:1
species	C1 B004 lacus	root:Environmental:1
species	C1 B004 lapsinanis	root:Environmental:1
species	C1 B004 multivorum	root:Environmental:1
species	C1 B004 negevensis	root:Environmental:1
species	C39 subflava	root:Environmental:1
species	C39 tenuis	root:Engineered:1
species	C39 tertiaricarbonis	root:Engineered:1
species	CF-26 autotrophica	root:Environmental:1
species	CF231 nanceiensis	root:Host-associated:1
species	CF231 stercorea	root:Host-associated:1
species	CFB group bacterium A1002	root:Engineered:1
species	Caballeronia sordidicola	root:Engineered:1
species	Caecitellus parvulus	root:Environmental:4
species	Caenibacillus caldisaponilyticus	root:Engineered:2
species	Caenimonas terrae	root:Environmental:2
species	Cafeteria minima	root:Environmental:1
species	Cafeteria roenbergensis	root:Environmental:11
species	Calanus glacialis	root:Environmental:5
species	Caldanaerobacter subterraneus	root:Engineered:1|root:Environmental:2
species	Caldiarchaeum subterraneum	root:Environmental:1
species	Caldicellulosiruptor kristjanssonii	root:Environmental:1
species	Caldicellulosiruptor obsidiansis	root:Environmental:3
species	Caldicellulosiruptor saccharolyticus	root:Engineered:3
species	Caldicoprobacter faecalis	root:Engineered:1
species	Caldicoprobacter fallax	root:Environmental:1
species	Caldicoprobacter infantis	root:Environmental:1
species	Caldicoprobacter minor	root:Engineered:1|root:Host-associated:1
species	Caldicoprobacter paramesenteroides	root:Engineered:1|root:Environmental:1
species	Caldicoprobacter sobrinus	root:Host-associated:1
species	Caldilinea acanthamoebae	root:Environmental:8
species	Caldilinea aerophila	root:Engineered:1|root:Environmental:9
species	Caldilinea arvensicola	root:Environmental:3
species	Caldilinea calciphila	root:Environmental:2
species	Caldilinea cohaerens	root:Environmental:2
species	Caldilinea columnare	root:Environmental:1
species	Caldilinea cryoconitis	root:Environmental:2
species	Caldilinea eriococci	root:Environmental:2
species	Caldilinea faecium	root:Environmental:1
species	Caldilinea ferruginea	root:Environmental:3|root:Host-associated:2
species	Caldilinea jejuensis	root:Environmental:1
species	Caldilinea lacus	root:Host-associated:1
species	Caldilinea lapsinanis	root:Environmental:1
species	Caldilinea luojiensis	root:Environmental:8|root:Host-associated:4
species	Caldilinea maritimus	root:Environmental:1
species	Caldilinea mirabilis	root:Environmental:1
species	Caldilinea multivorum	root:Environmental:4
species	Caldilinea negevensis	root:Environmental:2
species	Caldilinea odoratimimus	root:Host-associated:1
species	Caldilinea parvum	root:Environmental:1
species	Caldilinea persicus	root:Environmental:1
species	Caldilinea phaeobacteroides	root:Environmental:3
species	Caldilinea saccharolytica	root:Engineered:3|root:Environmental:5|root:Host-associated:1
species	Caldilinea sequanensis	root:Environmental:1
species	Caldilinea succinicans	root:Environmental:4
species	Caldilinea thermolimosa	root:Engineered:1
species	Caldilinea thermophila	root:Environmental:2
species	Caldilinea versatilis	root:Environmental:1
species	Caldilinea vinacea	root:Engineered:1|root:Environmental:1
species	Caldimicrobium thiodismutans	root:Environmental:1
species	Caldinitratiruptor microaerophilus	root:Environmental:1|root:Host-associated:1
species	Caldisericum adolescentis	root:Environmental:1
species	Caldisericum exile	root:Engineered:1
species	Caldisericum guaymasensis	root:Environmental:1
species	Caldisphaera lagunensis	root:Environmental:3
species	Calditerricola satsumensis	root:Environmental:1
species	Caldithrix abyssi	root:Environmental:1
species	Caldithrix palaeochoryensis	root:Environmental:1
species	Calditrichaeota bacterium AABM5.125.24	root:Environmental:2
species	Caldivirga maquilingensis	root:Environmental:5
species	Caldivirga sp. MG 3	root:Environmental:4
species	Calliacantha longicaudata	root:Environmental:12
species	Calliacantha natans	root:Environmental:26
species	Calocalanus pavo	root:Environmental:5
species	Caloramator agaradhaerens	root:Engineered:1
species	Caloramator australicus	root:Environmental:1
species	Caloramator fervidus	root:Environmental:1
species	Caloramator kestanbolensis	root:Engineered:1
species	Caloramator paramesenteroides	root:Engineered:1
species	Caloramator transvaalensis	root:Engineered:2|root:Environmental:2|root:Host-associated:1
species	Caloranaerobacter ferrireducens	root:Environmental:1
species	Caloranaerobacter sp. TR13	root:Engineered:1|root:Environmental:1
species	Calorithrix insularis	root:Environmental:1
species	Calothrix sp. 96/26 LPP3	root:Environmental:2
species	Calothrix sp. KVSF5	root:Environmental:2
species	Calothrix sp. PCC 7103	root:Engineered:1|root:Environmental:1
species	Camelina sativa	root:Environmental:1
species	Camellia sinensis var. sinensis	root:Environmental:1
species	Caminibacter mediatlanticus	root:Engineered:1|root:Environmental:4
species	Caminibacter profundus	root:Environmental:1
species	Caminibacter succinogenes	root:Environmental:3
species	Campylobacter D168	root:Host-associated:4
species	Campylobacter adipica	root:Environmental:1
species	Campylobacter cellulosum	root:Host-associated:1
species	Campylobacter coli	root:Host-associated:1
species	Campylobacter concisus	root:Host-associated:25
species	Campylobacter corcagiensis	root:Host-associated:1
species	Campylobacter dolichum	root:Host-associated:2
species	Campylobacter faecalis	root:Host-associated:2
species	Campylobacter fasciculatus	root:Environmental:1
species	Campylobacter fetus	root:Host-associated:1
species	Campylobacter gracilis	root:Host-associated:2
species	Campylobacter hominis	root:Host-associated:4
species	Campylobacter hyointestinalis	root:Host-associated:1
species	Campylobacter iguanae	root:Host-associated:1
species	Campylobacter jejuni	root:Host-associated:1
species	Campylobacter mobilis	root:Environmental:1
species	Campylobacter rectus	root:Environmental:1|root:Host-associated:3|root:Mixed:1
species	Campylobacter showae	root:Host-associated:2
species	Campylobacter sp. RM12175	root:Mixed:1
species	Campylobacter ureolyticus	root:Host-associated:5
species	Campylobacterales bacterium Ho30-mm	root:Environmental:1
species	Cancrincola plumipes	root:Environmental:1
species	Candacia discaudata	root:Environmental:4
species	Candacia truncata	root:Environmental:2
species	Candida albicans	root:Engineered:1|root:Host-associated:3
species	Candida tropicalis	root:Engineered:1
species	Candida versatilis	root:Engineered:1
species	Candidatus Abawacabacteria bacterium RBG 16 42 10	root:Engineered:1
species	Candidatus Accumulibacter phosphatis	root:Engineered:1
species	Candidatus Accumulibacter sp. BA-93	root:Engineered:3
species	Candidatus Acetothermus autotrophicum	root:Environmental:1
species	Candidatus Actinomarina minuta	root:Environmental:4
species	Candidatus Adlerbacteria bacterium GW2011 GWC1 50 9	root:Environmental:1
species	Candidatus Aegiribacteria bacterium MLS C	root:Environmental:4
species	Candidatus Aenigmarchaeota archaeon JGI 0000106-F11	root:Environmental:1
species	Candidatus Aenigmarchaeum subterraneum	root:Environmental:1
species	Candidatus Altiarchaeales archaeon WOR SM1 SCG	root:Environmental:3
species	Candidatus Altimarinus pacificus	root:Environmental:1
species	Candidatus Alysiosphaera europeae	root:Mixed:1
species	Candidatus Amesbacteria bacterium GW2011 GWC1 48 10	root:Environmental:1
species	Candidatus Amoebophilus sp. 36-38	root:Engineered:2
species	Candidatus Anammoximicrobium moscowii	root:Environmental:1
species	Candidatus Aquiluna sp. IMCC13023	root:Environmental:7
species	Candidatus Aquiluna sp. UB-MaderosW2red	root:Environmental:6
species	Candidatus Aquirestis calciphila	root:Environmental:4
species	Candidatus Arcobacter sulfidicus	root:Environmental:1
species	Candidatus Arthromitus sp. SFB-mouse	root:Host-associated:2
species	Candidatus Arthromitus sp. SFB-turkey	root:Host-associated:1
species	Candidatus Atelocyanobacterium thalassa	root:Environmental:3
species	Candidatus Atribacteria bacterium ADurb.Bin276	root:Engineered:6|root:Environmental:1
species	Candidatus Azambacteria bacterium GW2011 GWB1 42 17	root:Environmental:1
species	Candidatus Azambacteria bacterium GW2011 GWF2 42 22	root:Environmental:1
species	Candidatus Babela massiliensis	root:Environmental:5|root:Mixed:1
species	Candidatus Bathyarchaeota archaeon B24	root:Environmental:4
species	Candidatus Bathyarchaeota archaeon BA2	root:Environmental:11
species	Candidatus Bathyarchaeota archaeon JdFR-08	root:Environmental:4
species	Candidatus Bathyarchaeota archaeon JdFR-10	root:Environmental:3
species	Candidatus Bathyarchaeota archaeon RBG 16 48 13	root:Environmental:4
species	Candidatus Bathyarchaeota archaeon TCS64	root:Environmental:1
species	Candidatus Berkelbacteria bacterium CG2 30 39 44	root:Environmental:1
species	Candidatus Berkelbacteria bacterium RIFOXYA2 FULL 43 10	root:Environmental:1
species	Candidatus Berkiella aquae	root:Engineered:1|root:Environmental:3
species	Candidatus Berkiella cookevillensis	root:Environmental:2
species	Candidatus Brocadia caroliniensis	root:Engineered:1|root:Environmental:2
species	Candidatus Brocadia sp. UTAMX1	root:Engineered:1
species	Candidatus Caldatribacterium saccharofermentans	root:Environmental:2
species	Candidatus Campbellbacteria bacterium RIFOXYC2 FULL 35 25	root:Environmental:1
species	Candidatus Captivus acidiprotistae	root:Environmental:1
species	Candidatus Carsonella ruddii	root:Host-associated:1
species	Candidatus Chrysopegis kryptomonas	root:Environmental:1
species	Candidatus Coatesbacteria bacterium RBG 13 66 14	root:Environmental:1
species	Candidatus Competibacter denitrificans	root:Engineered:2
species	Candidatus Contendobacter odensis	root:Engineered:6
species	Candidatus Dadabacteria bacterium CSP1-2	root:Environmental:1
species	Candidatus Desantisbacteria bacterium CG1 02 49 89	root:Environmental:1
species	Candidatus Desulfofervidus auxilii	root:Environmental:4
species	Candidatus Desulforudis audaxviator	root:Environmental:1
species	Candidatus Diapherotrites archaeon ADurb.Bin253	root:Engineered:12|root:Environmental:10|root:Mixed:1
species	Candidatus Dichloromethanomonas elyunquensis	root:Engineered:1
species	Candidatus Dorea massiliensis	root:Host-associated:3
species	Candidatus Eisenbacteria bacterium RBG 16 71 46	root:Engineered:1|root:Environmental:13
species	Candidatus Electronema nielsenii	root:Environmental:2|root:Host-associated:1
species	Candidatus Electronema palustris	root:Environmental:9|root:Host-associated:1|root:Mixed:1
species	Candidatus Electrothrix aarhusiensis	root:Environmental:1
species	Candidatus Endonucleobacter bathymodioli	root:Environmental:1
species	Candidatus Falkowbacteria bacterium GW2011 GWA2 41 14	root:Environmental:1
species	Candidatus Fischerbacteria bacterium RBG 13 37 8	root:Environmental:1
species	Candidatus Gallionella acididurans	root:Engineered:1|root:Environmental:2
species	Candidatus Gastranaerophilales bacterium Zag 111	root:Host-associated:10
species	Candidatus Geothermarchaeota archaeon JdFR-14	root:Environmental:4
species	Candidatus Giovannonibacteria bacterium RIFCSPLOWO2 01 FULL 46 32	root:Environmental:1
species	Candidatus Gottesmanbacteria bacterium RIFOXYB1 FULL 47 11	root:Environmental:1
species	Candidatus Haliscomenobacter calcifugiens	root:Host-associated:1
species	Candidatus Halomonas phosphatis	root:Engineered:1|root:Environmental:5
species	Candidatus Hamiltonella defensa	root:Host-associated:1
species	Candidatus Heimdallarchaeota archaeon AB 125	root:Environmental:2
species	Candidatus Heimdallarchaeota archaeon LC 3	root:Environmental:19|root:Host-associated:1|root:Mixed:1
species	Candidatus Hepatincola porcellionum	root:Environmental:1
species	Candidatus Hepatoplasma crinochetorum	root:Environmental:1
species	Candidatus Hodgkinia cicadicola	root:Environmental:1
species	Candidatus Hydrogenedentes bacterium ADurb.Bin101	root:Engineered:9|root:Environmental:2
species	Candidatus Hydrogenedentes bacterium CG1 02 42 14	root:Environmental:1
species	Candidatus Hydrothermarchaeota archaeon JdFR-17	root:Environmental:1
species	Candidatus Hydrothermarchaeota archaeon JdFR-18	root:Environmental:1
species	Candidatus Intestinusbacter nucleariae	root:Environmental:6|root:Mixed:1
species	Candidatus Isobeggiatoa divolgata	root:Engineered:1|root:Environmental:4
species	Candidatus Isobeggiatoa sp. 'Guadeloupe FWI'	root:Environmental:1
species	Candidatus Izimaplasma sp. HR1	root:Engineered:1|root:Environmental:31
species	Candidatus Izimaplasma sp. HR2	root:Environmental:14
species	Candidatus Jacksonbacteria bacterium RIFOXYD2 FULL 43 21	root:Environmental:4
species	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2 01 FULL 46 22	root:Engineered:1
species	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2 12 FULL 50 10	root:Environmental:1
species	Candidatus Kaiserbacteria bacterium RIFOXYB1 FULL 46 14	root:Engineered:1|root:Host-associated:1
species	Candidatus Kapabacteria sp. 59-99	root:Engineered:4|root:Environmental:1
species	Candidatus Komeilibacteria bacterium RIFCSPHIGHO2 01 FULL 52 14	root:Environmental:2
species	Candidatus Komeilibacteria bacterium RIFOXYD1 FULL 37 29	root:Environmental:1
species	Candidatus Korarchaeum cryptofilum	root:Environmental:1
species	Candidatus Koribacter versatilis	root:Environmental:4
species	Candidatus Kryptonium thompsoni	root:Environmental:3
species	Candidatus Latescibacter anaerobius	root:Environmental:4
species	Candidatus Latescibacteria bacterium ADurb.Bin168	root:Engineered:3
species	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2 02 FULL 50 18	root:Engineered:2|root:Environmental:1
species	Candidatus Lloydbacteria bacterium RIFOXYC12 FULL 46 25	root:Engineered:2
species	Candidatus Magasanikbacteria bacterium CG1 02 41 34	root:Environmental:1
species	Candidatus Magasanikbacteria bacterium GW2011 GWA2 41 55	root:Environmental:1
species	Candidatus Magasanikbacteria bacterium RIFOXYD1 FULL 40 23	root:Engineered:2|root:Host-associated:1
species	Candidatus Margulisbacteria bacterium GWF2 35 9	root:Environmental:1
species	Candidatus Margulisbacteria bacterium GWF2 38 17	root:Environmental:1
species	Candidatus Marinimicrobia bacterium CG1 02 48 14	root:Environmental:1
species	Candidatus Marispirochaeta associata	root:Environmental:1
species	Candidatus Marithioploca araucae	root:Environmental:1
species	Candidatus Melainabacteria bacterium GWA2 34 9	root:Environmental:1
species	Candidatus Melainabacteria bacterium MEL.A1	root:Environmental:1|root:Host-associated:7|root:Mixed:1
species	Candidatus Methanomassiliicoccus intestinalis	root:Host-associated:2
species	Candidatus Methanomethylicus mesodigestum	root:Engineered:1|root:Environmental:1
species	Candidatus Methanoperedens nitroreducens	root:Engineered:1|root:Environmental:3
species	Candidatus Methanoperedens sp. BLZ1	root:Engineered:1|root:Environmental:4|root:Host-associated:1
species	Candidatus Methanoplasma termitum	root:Engineered:1
species	Candidatus Methanosuratus petracarbonis	root:Environmental:1
species	Candidatus Methylomirabilis oxyfera	root:Engineered:1|root:Environmental:1|root:Host-associated:1
species	Candidatus Methylomirabilis sp. BIN6	root:Engineered:1
species	Candidatus Methylopumilus planktonicus	root:Engineered:1|root:Environmental:1
species	Candidatus Methylopumilus turicensis	root:Environmental:2|root:Mixed:1
species	Candidatus Micrarchaeota archaeon CG1 02 55 41	root:Environmental:1
species	Candidatus Micrarchaeota archaeon RBG 16 49 10	root:Environmental:3
species	Candidatus Microthrix calida	root:Host-associated:1
species	Candidatus Microthrix parvicella	root:Engineered:16|root:Host-associated:2|root:Mixed:1
species	Candidatus Moranbacteria bacterium GW2011 GWA2 39 41	root:Environmental:1
species	Candidatus Moranbacteria bacterium GW2011 GWC2 40 12	root:Environmental:3
species	Candidatus Moranbacteria bacterium GW2011 GWE1 49 15	root:Engineered:8
species	Candidatus Mycoplasma girerdii	root:Environmental:1|root:Host-associated:1
species	Candidatus Mycoplasma haemobos	root:Host-associated:4|root:Mixed:1
species	Candidatus Nanobsidianus stetteri	root:Environmental:1
species	Candidatus Nanopusillus acidilobi	root:Environmental:6
species	Candidatus Nardonella dryophthoridicola	root:Engineered:1
species	Candidatus Nardonella hylobii	root:Engineered:1|root:Environmental:1|root:Host-associated:1
species	Candidatus Nitrocosmicus oleophilus	root:Environmental:3|root:Host-associated:4
species	Candidatus Nitrosoarchaeum koreensis	root:Environmental:4
species	Candidatus Nitrosocaldus yellowstonensis	root:Environmental:1
species	Candidatus Nitrosocosmicus exaquare	root:Engineered:2|root:Environmental:2|root:Host-associated:1
species	Candidatus Nitrosopumilus adriaticus	root:Environmental:1
species	Candidatus Nitrosopumilus sediminis	root:Engineered:1|root:Environmental:6
species	Candidatus Nitrososphaera evergladensis	root:Environmental:1
species	Candidatus Nitrososphaera gargensis	root:Environmental:2
species	Candidatus Nitrosotalea devanaterra	root:Environmental:13|root:Host-associated:2
species	Candidatus Nitrosotenuis chungbukensis	root:Environmental:2
species	Candidatus Nitrospira nitrificans	root:Environmental:1
species	Candidatus Nitrospira nitrosa	root:Engineered:2|root:Environmental:2
species	Candidatus Nomurabacteria bacterium GW2011 GWB1 35 20	root:Environmental:1
species	Candidatus Nomurabacteria bacterium GW2011 GWC1 37 9	root:Environmental:1
species	Candidatus Nomurabacteria bacterium GW2011 GWE1 32 28	root:Engineered:2|root:Environmental:4
species	Candidatus Nomurabacteria bacterium RIFCSPHIGHO2 02 40 30	root:Environmental:2
species	Candidatus Nomurabacteria bacterium RIFCSPHIGHO2 02 FULL 38 15	root:Engineered:2|root:Host-associated:1
species	Candidatus Nomurabacteria bacterium RIFCSPLOWO2 12 40 14	root:Environmental:1
species	Candidatus Nostocoida acidiphila	root:Environmental:2
species	Candidatus Nucleicultrix amoebiphila	root:Environmental:1|root:Host-associated:1
species	Candidatus Obscuribacter phosphatis	root:Engineered:3|root:Environmental:2
species	Candidatus Odinarchaeota archaeon LCB 4	root:Environmental:1
species	Candidatus Omnitrophica bacterium 4484 70.1	root:Environmental:1
species	Candidatus Omnitrophica bacterium CG1 02 44 16	root:Environmental:1
species	Candidatus Omnitrophus fodinae	root:Environmental:2
species	Candidatus Omnitrophus magneticus	root:Environmental:2
species	Candidatus Ovatusbacter abovo	root:Engineered:1|root:Environmental:2
species	Candidatus Pacearchaeota archaeon CG1 02 32 21	root:Environmental:4
species	Candidatus Pacearchaeota archaeon RBG 19FT COMBO 34 9	root:Engineered:1|root:Environmental:3
species	Candidatus Parabeggiatoa communis	root:Environmental:2
species	Candidatus Pelagibacter sp. IMCC9063	root:Environmental:21
species	Candidatus Pelagibacter ubique	root:Engineered:2|root:Environmental:131|root:Host-associated:8|root:Mixed:4
species	Candidatus Peregrinibacteria bacterium CG2 30 44 17	root:Environmental:1
species	Candidatus Peregrinibacteria bacterium GW2011 GWF2 39 17	root:Engineered:1
species	Candidatus Peribacteria bacterium RIFCSPHIGHO2 02 FULL 53 20	root:Environmental:1
species	Candidatus Peribacteria bacterium RIFOXYC1 FULL 58 8	root:Engineered:1|root:Host-associated:1
species	Candidatus Poribacteria bacterium WGA-4C	root:Environmental:1|root:Host-associated:6|root:Mixed:1
species	Candidatus Poribacteria bacterium WGA-4CII	root:Host-associated:1
species	Candidatus Poribacteria bacterium WGA-4E	root:Environmental:4|root:Host-associated:2
species	Candidatus Poribacteria bacterium WGA-4G	root:Environmental:2
species	Candidatus Poribacteria bacterium WGA-A3	root:Host-associated:3|root:Mixed:2
species	Candidatus Portiera aleyrodidarum	root:Environmental:1
species	Candidatus Promineofilum breve	root:Engineered:17|root:Environmental:1
species	Candidatus Propionivibrio aalborgensis	root:Engineered:1|root:Environmental:2
species	Candidatus Protistobacter heckmanni	root:Environmental:1
species	Candidatus Puniceispirillum marinum	root:Environmental:15|root:Host-associated:2
species	Candidatus Regiella insecticola	root:Host-associated:1
species	Candidatus Rhodoluna planktonica	root:Environmental:1
species	Candidatus Rickettsiella isopodorum	root:Host-associated:1|root:Mixed:2
species	Candidatus Riesia pediculicola	root:Host-associated:1
species	Candidatus Rokubacteria bacterium CSP1-6	root:Environmental:3
species	Candidatus Rubidus massiliensis	root:Engineered:1
species	Candidatus Saccharibacteria bacterium 47-87	root:Engineered:5|root:Environmental:2
species	Candidatus Saccharibacteria bacterium 49-20	root:Environmental:4|root:Host-associated:1
species	Candidatus Saccharibacteria bacterium CG2 30 41 52	root:Engineered:2|root:Environmental:4|root:Host-associated:1
species	Candidatus Saccharibacteria bacterium GW2011 GWC2 44 17	root:Environmental:1|root:Host-associated:1
species	Candidatus Saccharibacteria bacterium RAAC3 TM7 1	root:Engineered:1|root:Environmental:2|root:Host-associated:1
species	Candidatus Saccharibacteria oral taxon TM7x	root:Host-associated:20
species	Candidatus Saccharimonas aalborgensis	root:Engineered:2|root:Host-associated:1
species	Candidatus Scalindua brodae	root:Environmental:12
species	Candidatus Scalindua marina	root:Environmental:7
species	Candidatus Scalindua rubra	root:Environmental:3
species	Candidatus Scalindua wagneri	root:Environmental:1
species	Candidatus Schekmanbacteria bacterium RIFCSPLOWO2 02 FULL 38 14	root:Environmental:2
species	Candidatus Shapirobacteria bacterium CG2 30 35 20	root:Environmental:1
species	Candidatus Soleaferrea massiliensis	root:Host-associated:2
species	Candidatus Solibacter usitatus	root:Engineered:1|root:Environmental:16|root:Host-associated:7
species	Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2 01 FULL 33 9	root:Environmental:1
species	Candidatus Stoquefichus sp. SN16	root:Host-associated:1
species	Candidatus Sulcia muelleri	root:Engineered:1|root:Host-associated:3
species	Candidatus Sulfuricurvum sp. RIFRC-1	root:Environmental:1
species	Candidatus Sungbacteria bacterium RIFCSPLOWO2 01 FULL 54 21	root:Engineered:1|root:Environmental:1
species	Candidatus Synechococcus spongiarum	root:Environmental:1|root:Host-associated:3
species	Candidatus Syngnamydia salmonis	root:Environmental:1
species	Candidatus Syntrophoarchaeum butanivorans	root:Environmental:2
species	Candidatus Tenderia electrophaga	root:Engineered:1|root:Environmental:21|root:Host-associated:1
species	Candidatus Thalassoarchaea mediterranii	root:Environmental:19|root:Host-associated:1
species	Candidatus Thermokryptus mobilis	root:Environmental:3
species	Candidatus Thiobios zoothamnicoli	root:Environmental:1
species	Candidatus Thiodiazotropha endolucinida	root:Environmental:7
species	Candidatus Thioglobus sp. REDSEA-S12 B1	root:Environmental:13|root:Host-associated:1
species	Candidatus Thiopilula aggregata	root:Environmental:4
species	Candidatus Tremblaya princeps	root:Host-associated:1
species	Candidatus Treponema suis	root:Host-associated:7
species	Candidatus Uzinura diaspidicola	root:Host-associated:1
