taxonomy_degree	taxonomy	tax_study
species	Candidatus Woesearchaeota archaeon CG1 02 57 44	root:Environmental:1
species	Candidatus Woesebacteria bacterium GWA1 42 12	root:Environmental:1
species	Candidatus Yonathbacteria bacterium RIFOXYC2 FULL 47 9	root:Environmental:1
species	CandidatusAccumulibacter aerodenitrificans	root:Environmental:1
species	CandidatusAcetothermum calida	root:Environmental:2
species	CandidatusAcetothermum ferrodiazotrophum	root:Environmental:1|root:Host-associated:1
species	CandidatusAcetothermum ferrooxidans	root:Environmental:2
species	CandidatusAcetothermum marina	root:Environmental:2
species	CandidatusAcetothermum saccharolyticus	root:Environmental:1
species	CandidatusAcetothermum vadensis	root:Environmental:1
species	CandidatusAquiluna T1.3	root:Environmental:1
species	CandidatusAquiluna rubra	root:Environmental:2
species	CandidatusArthromitus minor	root:Host-associated:2
species	CandidatusAzobacteroides guaymasensis	root:Environmental:1
species	CandidatusBlochmannia cicadellinicola	root:Host-associated:1
species	CandidatusBrocadia MS30D1	root:Environmental:1
species	CandidatusBrocadia difficile	root:Environmental:1
species	CandidatusBrocadia propionicus	root:Engineered:1
species	CandidatusBrocadia sticklandii	root:Engineered:1
species	CandidatusCardinium acnes	root:Environmental:1
species	CandidatusChloracidobacterium mazei	root:Environmental:1
species	CandidatusChloracidobacterium versatilis	root:Environmental:1
species	CandidatusCloacamonas debontii	root:Engineered:2
species	CandidatusEntotheonella cellulosum	root:Environmental:1|root:Host-associated:1
species	CandidatusEntotheonella rimae	root:Environmental:1
species	CandidatusGlomeribacter gigasporarum	root:Engineered:1|root:Environmental:1
species	CandidatusHamiltonella cicadellinicola	root:Host-associated:1
species	CandidatusHamiltonella perfringens	root:Host-associated:1
species	CandidatusHamiltonella salicis	root:Engineered:1
species	CandidatusHepatoplasma laidlawii	root:Engineered:1
species	CandidatusJettenia propionicus	root:Engineered:1
species	CandidatusKorarchaeum subterraneum	root:Environmental:1
species	CandidatusKoribacter SCA1145	root:Environmental:1
species	CandidatusKoribacter bradus	root:Engineered:1|root:Environmental:22|root:Host-associated:3
species	CandidatusKoribacter butylicus	root:Environmental:2
species	CandidatusKoribacter devanaterra	root:Environmental:1
species	CandidatusKoribacter gargensis	root:Environmental:1|root:Host-associated:3
species	CandidatusKoribacter liminatans	root:Environmental:1
species	CandidatusKoribacter modestum	root:Environmental:9
species	CandidatusKoribacter paludicola	root:Environmental:5
species	CandidatusKoribacter versatilis	root:Environmental:44|root:Host-associated:5
species	CandidatusMagnetobacterium marina	root:Environmental:1
species	CandidatusMethanoregula aeolicus	root:Environmental:1
species	CandidatusMethanoregula bryantii	root:Environmental:5
species	CandidatusMethanoregula formosanus	root:Environmental:1
species	CandidatusMethanoregula gargensis	root:Environmental:1
species	CandidatusMethanoregula liminatans	root:Engineered:1
species	CandidatusMethanoregula thermautotrophicus	root:Environmental:1|root:Host-associated:1
species	CandidatusMethylomirabilis lausannensis	root:Environmental:1
species	CandidatusMethylomirabilis meridiei	root:Environmental:1
species	CandidatusMethylomirabilis orenii	root:Environmental:1
species	CandidatusMethylomirabilis saccharolyticus	root:Engineered:1
species	CandidatusMethylomirabilis shriftii	root:Environmental:1
species	CandidatusMethylomirabilis silvermanii	root:Environmental:1
species	CandidatusMicrothrix parvicella	root:Engineered:7|root:Environmental:12|root:Host-associated:1
species	CandidatusMicrothrix versatilis	root:Environmental:1
species	CandidatusNeoehrlichia mikurensis	root:Environmental:1
species	CandidatusNitrososphaera SCA1145	root:Environmental:26|root:Host-associated:5
species	CandidatusNitrososphaera SCA1170	root:Engineered:1|root:Environmental:30|root:Host-associated:9
species	CandidatusNitrososphaera devanaterra	root:Environmental:9
species	CandidatusNitrososphaera gargensis	root:Engineered:1|root:Environmental:38|root:Host-associated:9
species	CandidatusNitrososphaera pIVWA5	root:Environmental:2
species	CandidatusNitrososphaera symbiosum	root:Host-associated:1
species	CandidatusPhlomobacter cicadellinicola	root:Host-associated:1
species	CandidatusPhlomobacter dispar	root:Host-associated:1
species	CandidatusPhlomobacter salicis	root:Engineered:1
species	CandidatusPhlomobacter vaginalis	root:Host-associated:1
species	CandidatusPhytoplasma laidlawii	root:Host-associated:1
species	CandidatusPortiera cantonensis	root:Environmental:1
species	CandidatusPortiera chejuensis	root:Environmental:2
species	CandidatusPortiera dieselolei	root:Environmental:2
species	CandidatusPortiera farmeri	root:Engineered:1
species	CandidatusPortiera ganghwensis	root:Environmental:3
species	CandidatusPortiera hanedai	root:Engineered:1
species	CandidatusPortiera lividum	root:Engineered:1|root:Environmental:1
species	CandidatusPortiera marcescens	root:Environmental:1
species	CandidatusPortiera marina	root:Host-associated:1
species	CandidatusPortiera mobilis	root:Environmental:1
species	CandidatusPortiera montiporae	root:Environmental:9|root:Host-associated:1
species	CandidatusPortiera pIVWA5	root:Environmental:1
species	CandidatusPortiera piezophila	root:Environmental:1
species	CandidatusPortiera polyspora	root:Environmental:1
species	CandidatusPortiera proteamaculans	root:Host-associated:1
species	CandidatusPortiera shigelloides	root:Engineered:1
species	CandidatusPortiera venustensis	root:Environmental:10
species	CandidatusProtochlamydia bispora	root:Environmental:1
species	CandidatusProtochlamydia lapsinanis	root:Engineered:1
species	CandidatusProtochlamydia lausannensis	root:Environmental:1
species	CandidatusProtochlamydia luojiensis	root:Environmental:1
species	CandidatusProtochlamydia mizutaii	root:Engineered:1
species	CandidatusProtochlamydia multivorum	root:Engineered:1
species	CandidatusProtochlamydia vinacea	root:Environmental:3
species	CandidatusRhabdochlamydia acanthamoebae	root:Environmental:4
species	CandidatusRhabdochlamydia cauensis	root:Environmental:1
species	CandidatusRhabdochlamydia cryoconitis	root:Environmental:1
species	CandidatusRhabdochlamydia gordonae	root:Environmental:1
species	CandidatusRhabdochlamydia lapsinanis	root:Environmental:1
species	CandidatusRhabdochlamydia lausannensis	root:Environmental:3
species	CandidatusRhabdochlamydia luojiensis	root:Engineered:1|root:Environmental:1
species	CandidatusRhabdochlamydia odoratimimus	root:Environmental:1
species	CandidatusRhabdochlamydia succinicans	root:Environmental:1
species	CandidatusRhodoluna rubra	root:Environmental:5
species	CandidatusScalindua DWL3I2	root:Environmental:1
species	CandidatusScalindua LF1	root:Environmental:2
species	CandidatusScalindua MS30D1	root:Environmental:2
species	CandidatusScalindua baltica	root:Environmental:2
species	CandidatusScalindua meridiei	root:Environmental:1
species	CandidatusScalindua propionicus	root:Engineered:1
species	CandidatusScalindua somerae	root:Environmental:1
species	CandidatusSolibacter SCA1170	root:Environmental:7|root:Host-associated:1
species	CandidatusSolibacter borealis	root:Environmental:1
species	CandidatusSolibacter bradus	root:Environmental:9|root:Host-associated:2
species	CandidatusSolibacter bryantii	root:Environmental:2
species	CandidatusSolibacter butylicus	root:Environmental:2
species	CandidatusSolibacter carlsbadense	root:Environmental:1
species	CandidatusSolibacter gargensis	root:Environmental:15|root:Host-associated:3
species	CandidatusSolibacter halophilus	root:Environmental:1
species	CandidatusSolibacter mazei	root:Engineered:3|root:Environmental:5|root:Host-associated:1
species	CandidatusSolibacter modestum	root:Environmental:11|root:Host-associated:2
species	CandidatusSolibacter paludicola	root:Environmental:5
species	CandidatusSolibacter rosea	root:Environmental:3|root:Host-associated:1
species	CandidatusSolibacter thermautotrophicus	root:Engineered:1
species	CandidatusSolibacter versatilis	root:Engineered:2|root:Environmental:86|root:Host-associated:8
species	CandidatusTammella piscolens	root:Host-associated:2
species	CandidatusXiphinematobacter axonopodis	root:Environmental:1
species	CandidatusXiphinematobacter debontii	root:Engineered:1|root:Environmental:2
species	CandidatusXiphinematobacter lwoffii	root:Host-associated:1
species	CandidatusXiphinematobacter mrcj	root:Engineered:1
species	CandidatusXiphinematobacter primoryensis	root:Environmental:1
species	CandidatusXiphinematobacter rubra	root:Environmental:1
species	CandidatusXiphinematobacter socranskii	root:Environmental:1
species	Candidimonas humi	root:Environmental:1|root:Host-associated:1
species	Canthocalanus pauper	root:Environmental:3
species	Cantina marsupialis	root:Environmental:1
species	Canuella perplexa	root:Environmental:2
species	Capitella capitata	root:Environmental:1
species	Capitella sp. FP-2009	root:Environmental:1
species	Capitella teleta	root:Engineered:1|root:Environmental:1
species	Capnobotryella sp. MA 4625	root:Environmental:2
species	Capnobotryella sp. MA 4659	root:Environmental:1
species	Capnocytophaga gingivalis	root:Host-associated:2
species	Capnocytophaga granulosa	root:Host-associated:1
species	Capnocytophaga haemolytica	root:Host-associated:2
species	Capnocytophaga ochracea	root:Host-associated:2
species	Capnocytophaga pallens	root:Environmental:1
species	Capnocytophaga sp. P2 oral strain P4P 12	root:Host-associated:1
species	Capnocytophaga sp. oral clone DZ074	root:Host-associated:2
species	Capnocytophaga sp. oral clone ID062	root:Host-associated:2
species	Capnocytophaga sputigena	root:Host-associated:7
species	Capnocytophaga tannerae	root:Host-associated:1
species	Caproiciproducens galactitolivorans	root:Engineered:3|root:Environmental:1
species	Carchesium polypinum	root:Environmental:1
species	Cardiobacterium aerophila	root:Host-associated:1
species	Cardiobacterium algae	root:Host-associated:1
species	Cardiobacterium amazonensis	root:Host-associated:1
species	Cardiobacterium amylolytica	root:Engineered:1|root:Environmental:2
species	Cardiobacterium bryozoorum	root:Host-associated:1
species	Cardiobacterium caviae	root:Host-associated:1
species	Cardiobacterium cellulosum	root:Environmental:1
species	Cardiobacterium collagenimarina	root:Environmental:1
species	Cardiobacterium mediterranea	root:Host-associated:1
species	Cardiobacterium pacifica	root:Environmental:1
species	Cardiobacterium perlucida	root:Engineered:1|root:Environmental:3
species	Cardiobacterium ureolyticus	root:Host-associated:1
species	Cardiobacterium valvarum	root:Host-associated:2
species	Cardiostomatella vermiformis	root:Environmental:1
species	Carex siderosticta	root:Environmental:1
species	Carnobacterium dichotomicum	root:Environmental:1
species	Carnobacterium flexus	root:Engineered:1
species	Carnobacterium maltaromaticum	root:Engineered:1|root:Environmental:1
species	Carnobacterium marinoflava	root:Host-associated:1
species	Carnobacterium psychrotolerans	root:Engineered:3
species	Carnobacterium seeligeri	root:Engineered:1
species	Carpilius convexus	root:Environmental:1
species	Carteria crucifera	root:Environmental:1
species	Carteria obtusa	root:Environmental:1
species	Carteria sp. RCC2487	root:Environmental:1
species	Castellaniella defragrans	root:Engineered:3
species	Catellatospora sp. KC-EP-S6	root:Environmental:1
species	Catenibacterium mitsuokai	root:Environmental:1|root:Host-associated:6
species	Catenibacterium p-1630-c5	root:Host-associated:1
species	Catenovulum agarivorans	root:Environmental:3
species	Catenovulum maritimum	root:Environmental:3
species	Catenula sp. KL-2009	root:Environmental:1
species	Catenula sp. Lake Madgwick	root:Environmental:1
species	Catenulispora acidiphila	root:Environmental:1|root:Host-associated:1
species	Catonella morbi	root:Host-associated:5
species	Caulleriella parva	root:Environmental:2
species	Caulobacter biprosthecium	root:Engineered:1
species	Caulobacter henricii	root:Environmental:1
species	Caulobacter meridiei	root:Engineered:1
species	Caulobacter sp. JP68	root:Environmental:2
species	Caulobacter sp. Root1472	root:Host-associated:2
species	Caulobacter sp. URHA0033	root:Environmental:1
species	Caulobacteraceae bacterium OTSz A 272	root:Engineered:10|root:Environmental:4|root:Host-associated:1
species	Caulobacteraceae bacterium PMMR1	root:Environmental:2
species	Cavicella subterranea	root:Engineered:1
species	Cecembia lonarensis	root:Environmental:2
species	Cecembia rubra	root:Environmental:1
species	Celeribacter naphthalenivorans	root:Environmental:1
species	Cellulomonas hominis	root:Engineered:1
species	Cellulomonas pakistanensis	root:Environmental:2
species	Cellulomonas sp. KRMCY2	root:Environmental:2
species	Cellulomonas sp. S9-673	root:Engineered:1
species	Cellulomonas xylanilytica	root:Engineered:1
species	Cellulophaga sp. Hel I 12	root:Environmental:1
species	Cellulophaga sp. W5C	root:Environmental:1
species	Cellulosibacter alkalithermophilus	root:Environmental:1
species	Cellulosilyticum lentocellum	root:Engineered:1|root:Environmental:1
species	Cellulosilyticum ruminicola	root:Host-associated:3
species	Cellulosilyticum sp.	root:Environmental:1
species	Cellulosimicrobium cellulans	root:Engineered:1
species	Cellvibrio cellulosum	root:Environmental:2|root:Host-associated:1
species	Cellvibrio chitinolytica	root:Engineered:1
species	Cellvibrio fasciculatus	root:Host-associated:1
species	Cellvibrio gilardii	root:Engineered:1
species	Cellvibrio halophila	root:Engineered:1
species	Cellvibrio hippei	root:Engineered:1
species	Cellvibrio kujiense	root:Host-associated:1
species	Cenarchaeum symbiosum	root:Environmental:3|root:Host-associated:3
species	Cenchrus americanus	root:Engineered:1|root:Environmental:1
species	Cenococcum geophilum	root:Environmental:1|root:Host-associated:1
species	Centroceras hyalacanthum	root:Environmental:1
species	Centrocestus sp. RD-2003	root:Environmental:1
species	Centropages furcatus	root:Environmental:8
species	Centropages hamatus	root:Environmental:2
species	Centropages typicus	root:Environmental:6
species	Cephalobus cubaensis	root:Engineered:1|root:Host-associated:16
species	Cephalodasys turbanelloides	root:Environmental:1
species	Cephalothecaceae sp	root:Host-associated:2
species	Ceramium diaphanum	root:Environmental:1
species	Ceramium rubrum	root:Environmental:2
species	Cerasicoccus laidlawii	root:Engineered:1
species	Cerasicoccus mrcj	root:Engineered:1
species	Cerastoderma edule	root:Environmental:2
species	Cerataulina pelagica	root:Environmental:1
species	Ceratobasidiaceae sp	root:Host-associated:1
species	Ceratonereis longiceratophora	root:Environmental:1
species	Cercis gigantea	root:Engineered:4|root:Host-associated:3
species	Cercomonadida sp. C15 1A03	root:Environmental:3
species	Cercomonas edax	root:Engineered:1|root:Environmental:1|root:Host-associated:1
species	Cercozoa sp	root:Environmental:1
species	Cercozoa sp. 1 YG-2013	root:Environmental:1
species	Cercozoa sp. CC-2009e	root:Environmental:1
species	Cercozoa sp. WHOI LI1-14	root:Environmental:3
